,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/num_HL,config/latent_dim,config/opt_lr,config/opt_wd,config/MC-red_dataset-0,config/MC-red_dataset-1,config/MC-red_dataset-2,config/MC-red_dataset-3,config/MC-red_dataset-4,config/MC-red_dataset-5,logdir,error_type,error_message,error_traceback
21,0.5530516431924883,0.5530516431924883,0.009342605043254636,0.5569736223967551,0.008867783285159766,0.5569736223967551,0.00886778328515976,0.48826291079812206,0.0,0.4735977799698003,0.0,0.4735977799698003,0.0,0.47183098591549294,0.0,0.4131835216946862,0.0,0.4131835216946862,0.0,136161,136161,1708008234,False,1,057142a1,2024-02-15_14-43-54,241.9865062236786,241.9865062236786,1168,1d43726c602a,172.17.0.2,241.9865062236786,1,,64,2,8,0.00011580049259637375,4.672059048643961e-06,0,1,0,1,1,0,057142a1,,,
22,0.5762910798122065,0.5762910798122065,0.011934951942616113,0.5814764090156317,0.011158870606383327,0.5814764090156317,0.011158870606383356,0.4765258215962441,0.0,0.4648353059116566,0.0,0.4648353059116566,0.0,0.47417840375586856,0.0,0.4323333651173407,0.0,0.4323333651173408,0.0,139129,139129,1708008234,False,1,8c9746e9,2024-02-15_14-43-54,223.86242842674255,223.86242842674255,937,1d43726c602a,172.17.0.2,223.86242842674255,1,,64,2,12,0.00012784730487334247,3.61128046038202e-06,0,1,0,1,0,0,8c9746e9,,,
23,0.5842723004694835,0.5842723004694835,0.014180035972337041,0.5886945324916087,0.013920138303627965,0.5886945324916089,0.013920138303627936,0.5258215962441315,0.0,0.5239749039449189,0.0,0.5239749039449189,0.0,0.5117370892018779,0.0,0.45137011767838287,0.0,0.45137011767838287,0.0,139502,139502,1708008460,False,1,49a88587,2024-02-15_14-47-40,421.92150354385376,421.92150354385376,796,1d43726c602a,172.17.0.2,421.92150354385376,1,,64,2,13,5.0558344303108145e-05,2.1220555524911966e-06,0,1,0,1,1,0,49a88587,,,
24,0.5232394366197183,0.5232394366197183,0.00976085581516047,0.5272790449744901,0.00967980967791419,0.5272790449744901,0.009679809677914219,0.5093896713615024,0.0,0.5113430881866023,0.0,0.5113430881866023,0.0,0.48826291079812206,0.0,0.4310687577805756,0.0,0.43106875778057546,0.0,334854,334854,1708008894,True,1,e766b494,2024-02-15_14-54-54,833.4025371074677,833.4025371074677,890,1d43726c602a,172.17.0.2,833.4025371074677,1,,64,4,9,2.0787760968257133e-05,7.5211095252606824e-06,0,1,0,1,0,0,e766b494,,,
25,0.5910798122065728,0.5910798122065728,0.01721155190593743,0.5944962867887005,0.016957943654435932,0.5944962867887005,0.016957943654435967,0.43661971830985913,0.0,0.4116887416237685,0.0,0.4116887416237686,0.0,0.5164319248826291,0.0,0.4695324578574574,0.0,0.46953245785745745,0.0,139502,139502,1708008457,False,1,3a602790,2024-02-15_14-47-37,223.10322165489197,223.10322165489197,937,1d43726c602a,172.17.0.2,223.10322165489197,1,,128,2,13,0.0009333293602742872,3.963549105616975e-06,0,1,0,1,0,0,3a602790,,,
26,0.4894366197183099,0.4894366197183099,0.010245611663284134,0.4604980289506253,0.010019603103659916,0.4604980289506252,0.01001960310365989,0.4460093896713615,0.0,0.4078918515130894,0.0,0.40789185151308943,0.0,0.3967136150234742,0.0,0.3632676652744022,0.0,0.36326766527440213,0.0,236098,236098,1708008577,True,1,5b5599ec,2024-02-15_14-49-37,342.23200511932373,342.23200511932373,1168,1d43726c602a,172.17.0.2,342.23200511932373,1,,128,3,5,0.0004200922844339255,3.1479876639707802e-06,0,1,0,1,0,0,5b5599ec,,,
27,0.6227699530516432,0.6227699530516432,0.007789042264336657,0.6259159577116347,0.0075787598594147555,0.6259159577116347,0.0075787598594147625,0.4765258215962441,0.0,0.46479823116468016,0.0,0.46479823116468016,0.0,0.568075117370892,0.0,0.5185450117665624,0.0,0.5185450117665624,0.0,139502,139502,1708008339,False,1,c398f6bb,2024-02-15_14-45-39,99.05097723007202,99.05097723007202,1075,1d43726c602a,172.17.0.2,99.05097723007202,1,,64,2,13,0.000677872241724694,2.7981790996754497e-06,0,1,0,1,0,0,c398f6bb,,,
28,0.5922535211267606,0.5922535211267606,0.009906548284511358,0.5987206263099094,0.009359137844929054,0.5987206263099094,0.009359137844929082,0.528169014084507,0.0,0.5270295870306326,0.0,0.5270295870306327,0.0,0.5352112676056338,0.0,0.48905877949289156,0.0,0.48905877949289145,0.0,336181,336181,1708008459,False,1,55b4a46a,2024-02-15_14-47-39,207.53165245056152,207.53165245056152,691,1d43726c602a,172.17.0.2,207.53165245056152,1,,64,4,10,0.0001672276696375119,5.157780924825108e-06,0,1,0,1,0,0,55b4a46a,,,
29,0.4507042253521127,0.4434272300469483,0.012573485202668626,0.4305957558493151,0.013310469643461876,0.4305957558493151,0.013310469643461876,0.4507042253521127,0.0,0.4407870168520697,0.0,0.4407870168520698,0.0,0.39436619718309857,0.0,0.33241323438776,0.0,0.33241323438776,0.0,614444,614444,1708008664,True,1,d73d2db9,2024-02-15_14-51-04,405.27592277526855,405.27592277526855,843,1d43726c602a,172.17.0.2,405.27592277526855,1,,128,7,11,0.0003145978196501376,7.110876163858391e-06,0,1,0,1,0,0,d73d2db9,,,
30,0.6053990610328638,0.6053990610328638,0.014449496146959985,0.6111654594116851,0.01381997800630202,0.6111654594116851,0.013819978006302013,0.4859154929577465,0.0,0.47081302487839344,0.0,0.4708130248783935,0.0,0.5164319248826291,0.0,0.4656164450906691,0.0,0.4656164450906691,0.0,139129,139129,1708008568,False,1,5023a25f,2024-02-15_14-49-28,229.50701236724854,229.50701236724854,1075,1d43726c602a,172.17.0.2,229.50701236724854,1,,64,2,12,0.0001211481565402601,2.899134307913466e-06,0,1,0,1,0,0,5023a25f,,,
31,0.5448356807511738,0.5448356807511738,0.01533746124311703,0.549616559927633,0.014508683781939603,0.549616559927633,0.014508683781939582,0.4295774647887324,0.0,0.4032179997132676,0.0,0.40321799971326766,0.0,0.5070422535211268,0.0,0.45751160315471234,0.0,0.45751160315471234,0.0,139502,139502,1708008544,True,1,b4821315,2024-02-15_14-49-04,86.77422595024109,86.77422595024109,937,1d43726c602a,172.17.0.2,86.77422595024109,1,,64,2,13,0.0008942491714477147,4.289162648041428e-06,0,1,0,1,0,1,b4821315,,,
32,0.5603286384976526,0.5603286384976526,0.014736475226027713,0.5605291104408555,0.015082190797658145,0.5605291104408556,0.01508219079765815,0.5258215962441315,0.0,0.5168585052134874,0.0,0.5168585052134874,0.0,0.4671361502347418,0.0,0.4207281660948059,0.0,0.4207281660948059,0.0,334854,334854,1708008635,True,1,79bd10a6,2024-02-15_14-50-35,176.62779188156128,176.62779188156128,691,1d43726c602a,172.17.0.2,176.62779188156128,1,,64,4,9,0.00019725125575783555,1.4614550954052879e-06,0,1,0,1,0,0,79bd10a6,,,
33,0.16666666666666669,0.16666666666666669,2.7755575615628914e-17,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,612991,612991,1708008935,True,1,da9b1923,2024-02-15_14-55-35,474.7882499694824,474.7882499694824,796,1d43726c602a,172.17.0.2,474.7882499694824,1,,64,7,10,0.00020067188796717508,5.8501781171328745e-06,0,1,0,1,0,1,da9b1923,,,
34,0.4821596244131455,0.4821596244131455,0.005164319248826292,0.4699464968935076,0.005410966769191971,0.4699464968935076,0.005410966769191978,0.45539906103286387,0.0,0.45484842066823544,0.0,0.45484842066823544,0.0,0.4413145539906103,0.0,0.37858665266596264,0.0,0.3785866526659626,0.0,425502,425502,1708008812,True,1,52eb766b,2024-02-15_14-53-32,124.08299827575684,124.08299827575684,1168,1d43726c602a,172.17.0.2,124.08299827575684,1,,64,5,7,0.0005591533116217738,5.018160956666913e-06,0,1,0,1,0,0,52eb766b,,,
35,0.45539906103286387,0.434037558685446,0.009416042779404499,0.41785274931758554,0.009853541883130007,0.41785274931758554,0.009853541883129995,0.44366197183098594,0.0,0.43734188914434197,0.0,0.43734188914434197,0.0,0.45539906103286387,0.0,0.3995686087759813,0.0,0.3995686087759813,0.0,513838,513838,1708008843,True,1,3a9f9f0d,2024-02-15_14-54-03,154.9987108707428,154.9987108707428,937,1d43726c602a,172.17.0.2,154.9987108707428,1,,64,6,5,0.000355804702257568,8.063693934804334e-06,0,1,0,1,0,0,3a9f9f0d,,,
36,0.5633802816901408,0.5633802816901408,0.011403716245531556,0.5651161175807246,0.011093603376520919,0.5651161175807246,0.011093603376520923,0.5211267605633803,0.0,0.5153016766343926,0.0,0.5153016766343927,0.0,0.5046948356807511,0.0,0.45884301965234514,0.0,0.45884301965234514,0.0,242333,242333,1708008852,True,1,fc3d97b4,2024-02-15_14-54-12,163.65314865112305,163.65314865112305,1075,1d43726c602a,172.17.0.2,163.65314865112305,1,,64,3,12,0.00025715314791867723,2.8956465241175958e-06,0,1,0,1,0,0,fc3d97b4,,,
37,0.5828638497652582,0.5828638497652582,0.008786369611367542,0.5876275118993446,0.007674887257087054,0.5876275118993446,0.00767488725708703,0.4507042253521127,0.0,0.4234496812608313,0.0,0.42344968126083127,0.0,0.5234741784037559,0.0,0.4911092223542463,0.0,0.49110922235424637,0.0,140625,140625,1708009912,False,1,64f46ce8,2024-02-15_15-11-52,1223.645872592926,1223.645872592926,843,1d43726c602a,172.17.0.2,1223.645872592926,1,,64,2,14,1.5615638455826173e-05,1.3245324149062446e-06,1,1,0,1,0,1,64f46ce8,,,
38,0.5971830985915492,0.5971830985915492,0.01766656124152749,0.5965274805100484,0.01699828338035665,0.5965274805100484,0.01699828338035667,0.5422535211267606,0.0,0.5357148077954913,0.0,0.5357148077954913,0.0,0.5305164319248826,0.0,0.48012412959985334,0.0,0.4801241295998534,0.0,242333,242333,1708008957,False,1,8b9889f6,2024-02-15_14-55-57,269.03178882598877,269.03178882598877,691,1d43726c602a,172.17.0.2,269.03178882598877,1,,64,3,12,9.176000484756933e-05,8.592889434938204e-07,0,1,0,1,0,0,8b9889f6,,,
39,0.5312206572769953,0.5312206572769953,0.013239519861224014,0.5429078913728558,0.01281209936917401,0.5429078913728559,0.01281209936917398,0.4107981220657277,0.0,0.39740989246306996,0.0,0.3974098924630699,0.0,0.4131455399061033,0.0,0.3653203920390801,0.0,0.3653203920390801,0.0,136530,136530,1708009350,True,1,67d43f63,2024-02-15_15-02-30,511.98982286453247,511.98982286453247,1168,1d43726c602a,172.17.0.2,511.98982286453247,1,,64,2,9,3.8897057610630815e-05,2.4922392345387907e-06,1,1,0,1,0,0,67d43f63,,,
40,0.5746478873239437,0.5746478873239437,0.009610088962656686,0.5804918147691271,0.009459498141534567,0.580491814769127,0.009459498141534536,0.5093896713615024,0.0,0.5058146755000238,0.0,0.5058146755000237,0.0,0.4812206572769953,0.0,0.43110522508513066,0.0,0.43110522508513066,0.0,345421,345421,1708010125,False,1,15448110,2024-02-15_15-15-25,1267.4842762947083,1267.4842762947083,937,1d43726c602a,172.17.0.2,1267.4842762947083,1,,64,4,18,1.4302541009175821e-05,3.8103749362323552e-06,0,0,0,1,0,0,15448110,,,
